file_path,file_name,cyclomatic_complexity,vocabulary,length,volume,difficulty,effort,total_loc,code_loc,comment_loc,comment_density,max_depth_of_nesting,avg_function_length,avg_num_parameters,num_functions,max_function_length,min_function_length,max_num_parameters,num_global_vars,num_external_calls,num_internal_calls,num_loops,max_loop_nesting_depth,static_memory_allocations,dynamic_memory_allocations,input_validations,bounds_checks,null_checks,error_handling,memory_checks,sanitization_checks,memory_management,io_operations,string_operations,network_operations,crypto_operations,threading,detailed_usage
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/llama2-13B-16796.c,llama2-13B-16796.c,6,283,55,550,0.0,0.0,74,56,6,0.08108108108108109,3,55.0,0.0,1,55,55,0,10,5,1,2,1,5,0,4,0,0,0,0,0,0,3,0,0,0,0,"{'printf': 3, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-10574.c,gemma7b-10574.c,1,43,7,49,0.16279069767441862,7.9767441860465125,58,51,1,0.017241379310344827,5,10.5,1.0,4,16,6,2,2,10,5,5,3,0,1,0,0,0,0,1,0,1,3,0,0,0,0,"{'malloc': 1, 'printf': 3, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/llama2-13B-14548.c,llama2-13B-14548.c,2,45,6,42,0.06666666666666667,2.8,57,46,5,0.08771929824561403,2,13.333333333333334,1.0,3,20,6,2,4,4,6,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"{'printf': 4, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/mistral_7b-7541.c,mistral_7b-7541.c,4,86,18,144,0.313953488372093,45.2093023255814,85,63,1,0.011764705882352941,2,34.5,2.0,2,51,18,3,3,22,2,1,1,3,0,0,3,1,0,0,0,0,7,0,0,0,0,"{'printf': 7, 'fprintf': 5, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/falcon2-11B-8054.c,falcon2-11B-8054.c,8,335,60,600,0.08955223880597014,53.731343283582085,69,55,1,0.014492753623188406,3,60.0,1.0,1,60,60,1,0,28,1,1,1,1,0,0,1,0,0,0,0,0,2,0,7,0,0,"{'socket': 5, 'fprintf': 1, 'bind': 1, 'listen': 1, 'printf': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'connect': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/codellama_13b-4667.c,codellama_13b-4667.c,11,416,94,940,0.11298076923076923,106.20192307692308,112,72,22,0.19642857142857142,2,94.0,1.0,1,94,94,1,15,35,1,0,0,1,0,2,2,0,0,0,0,0,0,0,11,0,0,"{'socket': 5, 'bind': 2, 'listen': 2, 'connect': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'printf': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-41234.c,gemma7b-41234.c,3,221,52,468,0.0,0.0,56,43,1,0.017857142857142856,2,52.0,0.0,1,52,52,0,9,22,0,0,0,1,0,7,0,0,0,0,0,0,14,0,0,0,0,"{'printf': 14, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/llama2-13B-15477.c,llama2-13B-15477.c,3,205,52,468,0.0,0.0,98,79,9,0.09183673469387756,2,52.0,0.0,1,52,52,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,"{'socket': 4, 'connect': 2, 'printf': 1, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/mistral_7b-6419.c,mistral_7b-6419.c,4,365,66,660,0.0,0.0,77,56,1,0.012987012987012988,2,66.0,0.0,1,66,66,0,0,28,1,0,0,1,0,0,1,0,0,0,0,0,6,0,3,0,0,"{'socket': 2, 'connect': 1, 'printf': 6, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/falcon2-11B-1424.c,falcon2-11B-1424.c,6,241,45,405,0.09336099585062241,37.81120331950208,54,43,1,0.018518518518518517,2,45.0,1.0,1,45,45,1,3,13,1,0,0,2,0,0,1,0,0,0,0,0,2,0,5,0,0,"{'socket': 3, 'printf': 2, 'connect': 2, 'sprintf': 1, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/llama2-13B-6170.c,llama2-13B-6170.c,1,16,3,18,0.09375,1.6875,70,42,14,0.2,1,9.166666666666666,0.8333333333333334,6,40,3,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,"{'printf': 10, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gpt35-61323.c,gpt35-61323.c,1,79,10,80,0.12658227848101267,10.126582278481013,83,61,5,0.060240963855421686,2,13.0,1.4,5,26,6,2,3,25,10,0,0,2,0,2,2,0,0,0,0,0,7,1,6,0,0,"{'socket': 4, 'strncpy': 1, 'printf': 7, 'connect': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strcat': 0, 'strncat': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/codellama_13b-1091.c,codellama_13b-1091.c,1,51,8,56,0.0784313725490196,4.392156862745098,54,47,1,0.018518518518518517,2,7.8,0.8,5,11,5,1,3,16,9,0,0,2,0,5,0,0,0,0,0,0,11,0,0,0,0,"{'printf': 11, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/codellama_13b-640.c,codellama_13b-640.c,6,249,54,486,0.10843373493975904,52.69879518072289,65,45,10,0.15384615384615385,2,54.0,1.0,1,54,54,1,5,19,1,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,"{'socket': 3, 'bind': 2, 'listen': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'printf': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'connect': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/llama2-13B-18026.c,llama2-13B-18026.c,1,28,4,24,0.07142857142857142,1.7142857142857142,64,46,5,0.078125,2,10.5,1.5,4,28,4,3,3,8,10,1,1,4,1,0,0,0,0,1,0,1,2,2,0,0,0,"{'strcpy': 2, 'printf': 2, 'malloc': 1, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gpt35-4508.c,gpt35-4508.c,8,276,49,490,0.0,0.0,52,39,5,0.09615384615384616,3,49.0,0.0,1,49,49,0,3,10,1,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,"{'printf': 10, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-13561.c,gemma7b-13561.c,1,23,4,24,0.08695652173913043,2.0869565217391304,58,45,1,0.017241379310344827,2,7.8,1.2,5,17,3,2,5,6,11,2,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,"{'printf': 6, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-34423.c,gemma7b-34423.c,1,51,7,49,0.13725490196078433,6.725490196078432,74,49,12,0.16216216216216217,2,14.0,1.5,4,27,7,3,2,16,8,0,0,1,1,0,0,1,0,1,0,1,7,1,0,0,0,"{'malloc': 1, 'strcpy': 1, 'printf': 7, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemini_pro-25296.c,gemini_pro-25296.c,5,266,65,650,0.12218045112781954,79.4172932330827,158,100,30,0.189873417721519,4,59.5,0.5,2,65,54,1,12,29,1,2,1,3,1,0,2,0,0,3,0,3,0,1,17,0,1,"{'socket': 14, 'free': 1, 'malloc': 2, 'strcpy': 1, 'bind': 2, 'listen': 1, 'pthread_create': 1, 'calloc': 0, 'realloc': 0, 'printf': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'connect': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-26069.c,gemma7b-26069.c,13,374,68,680,0.09090909090909091,61.81818181818182,92,82,1,0.010869565217391304,6,39.5,0.5,2,68,11,1,6,13,1,2,1,0,4,0,0,0,0,6,0,10,1,0,0,0,0,"{'malloc': 5, 'realloc': 4, 'free': 1, 'printf': 1, 'calloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/falcon180b-3328.c,falcon180b-3328.c,5,341,59,590,0.0,0.0,71,54,2,0.028169014084507043,3,59.0,0.0,1,59,59,0,2,13,1,2,1,2,0,3,0,0,0,0,0,0,4,8,0,0,0,"{'strcpy': 8, 'printf': 4, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gpt35-3044.c,gpt35-3044.c,13,289,56,560,0.0,0.0,59,41,4,0.06779661016949153,3,56.0,0.0,1,56,56,0,0,13,1,12,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,"{'printf': 13, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/codellama_13b-6770.c,codellama_13b-6770.c,1,12,4,20,0.3333333333333333,6.666666666666666,54,36,8,0.14814814814814814,2,7.25,2.75,4,18,3,6,7,2,6,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,"{'printf': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemma7b-40656.c,gemma7b-40656.c,3,80,11,88,0.06875,6.050000000000001,85,61,8,0.09411764705882353,3,17.25,1.25,4,27,8,3,3,3,11,4,2,0,1,0,0,0,0,1,0,1,2,0,0,0,0,"{'malloc': 1, 'printf': 2, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/mistral_7b-7646.c,mistral_7b-7646.c,1,43,6,42,0.20930232558139533,8.790697674418604,78,62,1,0.01282051282051282,3,13.25,1.0,4,29,6,3,7,2,21,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"{'printf': 2, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
/Users/eneskose/Desktop/data intensive/datasets/DATASETv2/gemini_pro-30213.c,gemini_pro-30213.c,8,195,50,450,0.1282051282051282,57.692307692307686,60,41,7,0.11666666666666667,2,50.0,1.0,1,50,50,1,11,7,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"{'fprintf': 3, 'printf': 1, 'malloc': 0, 'free': 0, 'calloc': 0, 'realloc': 0, 'scanf': 0, 'fopen': 0, 'fclose': 0, 'fread': 0, 'fwrite': 0, 'strcpy': 0, 'strncpy': 0, 'strcat': 0, 'strncat': 0, 'socket': 0, 'connect': 0, 'bind': 0, 'listen': 0, 'encrypt': 0, 'decrypt': 0, 'hash': 0, 'pthread_create': 0, 'pthread_join': 0}"
