file_name,vulnerability,model
gemma7b-44853.c,1,gemma7b
falcon180b-46680.c,1,falcon180b
codellama_13b-1557.c,0,codellama_13b
gpt35-1648.c,1,gpt35
codellama_13b-8802.c,1,codellama_13b
mistral_7b-5961.c,0,mistral_7b
mistral_7b-4676.c,0,mistral_7b
gemma7b-10184.c,0,gemma7b
falcon2-11B-5697.c,0,falcon2
gpt35-14058.c,1,gpt35
gemma7b-44114.c,1,gemma7b
gpt4o_mini-36248.c,0,gpt4o_mini
falcon2-11B-8884.c,0,falcon2
mistral_7b-2921.c,1,mistral_7b
gpt35-29848.c,0,gpt35
codellama_13b-5273.c,1,codellama_13b
falcon180b-29451.c,1,falcon180b
gemini_pro-20000.c,0,gemini_pro
mistral_7b-9264.c,0,mistral_7b
llama2-13B-1482.c,0,llama2
gpt35-6590.c,1,gpt35
falcon2-11B-5312.c,1,falcon2
codellama_13b-2675.c,1,codellama_13b
gemma7b-40754.c,1,gemma7b
gemini_pro-30402.c,1,gemini_pro
gemini_pro-3153.c,0,gemini_pro
falcon2-11B-10091.c,0,falcon2
falcon2-11B-3497.c,0,falcon2
gemini_pro-11171.c,0,gemini_pro
gpt4o_mini-36638.c,0,gpt4o_mini
gemini_pro-3005.c,1,gemini_pro
mistral_7b-3641.c,1,mistral_7b
codellama_13b-8041.c,1,codellama_13b
gemini_pro-35522.c,1,gemini_pro
gpt35-33000.c,1,gpt35
gpt35-36581.c,0,gpt35
gemma7b-43777.c,1,gemma7b
gemini_pro-3673.c,1,gemini_pro
gpt35-35078.c,1,gpt35
gemini_pro-30363.c,1,gemini_pro
gpt35-55.c,1,gpt35
gpt35-43295.c,0,gpt35
falcon180b-34193.c,1,falcon180b
gemini_pro-27923.c,1,gemini_pro
falcon2-11B-7884.c,1,falcon2
gemini_pro-37341.c,1,gemini_pro
gpt4o_mini-3218.c,1,gpt4o_mini
codellama_13b-2357.c,0,codellama_13b
gpt35-39380.c,0,gpt35
gemini_pro-1581.c,1,gemini_pro
falcon180b-19113.c,0,falcon180b
falcon180b-61418.c,0,falcon180b
gemma7b-12418.c,0,gemma7b
falcon2-11B-7466.c,1,falcon2
falcon180b-68839.c,1,falcon180b
gpt35-72968.c,1,gpt35
gemma7b-17049.c,1,gemma7b
llama2-13B-14948.c,1,llama2
falcon2-11B-2593.c,0,falcon2
codellama_13b-10076.c,1,codellama_13b
gpt35-53257.c,1,gpt35
mistral_7b-2964.c,0,mistral_7b
gemini_pro-21113.c,1,gemini_pro
falcon180b-11261.c,0,falcon180b
gemma7b-12856.c,1,gemma7b
gemma7b-7908.c,0,gemma7b
gpt4o_mini-11600.c,0,gpt4o_mini
gpt4o_mini-39511.c,1,gpt4o_mini
gpt35-44168.c,1,gpt35
falcon2-11B-298.c,1,falcon2
gemma7b-43297.c,1,gemma7b
falcon180b-66316.c,0,falcon180b
codellama_13b-2925.c,1,codellama_13b
gpt4o_mini-26630.c,1,gpt4o_mini
codellama_13b-6828.c,0,codellama_13b
gpt35-43703.c,0,gpt35
falcon2-11B-214.c,0,falcon2
falcon180b-71446.c,0,falcon180b
llama2-13B-14229.c,0,llama2
gemma7b-35258.c,0,gemma7b
falcon2-11B-1312.c,1,falcon2
llama2-13B-15359.c,1,llama2
falcon180b-46049.c,0,falcon180b
gemini_pro-11739.c,1,gemini_pro
gemma7b-15780.c,1,gemma7b
codellama_13b-11727.c,0,codellama_13b
falcon180b-53449.c,1,falcon180b
gpt35-7816.c,0,gpt35
gemma7b-42168.c,0,gemma7b
codellama_13b-1325.c,1,codellama_13b
codellama_13b-4694.c,0,codellama_13b
codellama_13b-8637.c,1,codellama_13b
gemini_pro-36516.c,1,gemini_pro
llama2-13B-9977.c,0,llama2
gemma7b-21477.c,1,gemma7b
falcon180b-34327.c,0,falcon180b
mistral_7b-9865.c,0,mistral_7b
llama2-13B-3395.c,1,llama2
llama2-13B-1397.c,1,llama2
falcon2-11B-5864.c,0,falcon2
gemini_pro-32215.c,1,gemini_pro
gemma7b-19813.c,0,gemma7b
gemma7b-34725.c,0,gemma7b
falcon2-11B-1554.c,1,falcon2
falcon2-11B-11214.c,1,falcon2
llama2-13B-3634.c,1,llama2
falcon180b-23149.c,0,falcon180b
gpt4o_mini-25602.c,0,gpt4o_mini
llama2-13B-6767.c,1,llama2
mistral_7b-2078.c,1,mistral_7b
gpt35-19636.c,0,gpt35
gemma7b-41992.c,1,gemma7b
mistral_7b-8324.c,1,mistral_7b
gpt4o_mini-17095.c,0,gpt4o_mini
falcon2-11B-10709.c,1,falcon2
gemma7b-33732.c,0,gemma7b
gemma7b-41355.c,0,gemma7b
gemini_pro-221.c,0,gemini_pro
falcon2-11B-8312.c,0,falcon2
falcon2-11B-11798.c,1,falcon2
codellama_13b-10198.c,1,codellama_13b
falcon180b-43394.c,1,falcon180b
gpt4o_mini-8712.c,1,gpt4o_mini
gpt35-67138.c,1,gpt35
mistral_7b-9300.c,1,mistral_7b
falcon2-11B-2776.c,1,falcon2
gpt35-34916.c,0,gpt35
falcon2-11B-4566.c,0,falcon2
falcon180b-28001.c,0,falcon180b
gemma7b-37086.c,0,gemma7b
gpt35-12505.c,0,gpt35
falcon2-11B-7717.c,0,falcon2
codellama_13b-10011.c,1,codellama_13b
falcon180b-21888.c,0,falcon180b
falcon180b-31201.c,1,falcon180b
llama2-13B-19255.c,1,llama2
falcon2-11B-7342.c,0,falcon2
gemini_pro-29792.c,0,gemini_pro
mistral_7b-7100.c,0,mistral_7b
gemma7b-15173.c,0,gemma7b
gemini_pro-38897.c,0,gemini_pro
gemini_pro-37795.c,0,gemini_pro
falcon2-11B-6431.c,1,falcon2
llama2-13B-12976.c,1,llama2
gemini_pro-28545.c,1,gemini_pro
gpt35-9353.c,1,gpt35
falcon180b-55791.c,1,falcon180b
gemini_pro-16455.c,1,gemini_pro
gemma7b-14658.c,0,gemma7b
llama2-13B-12262.c,1,llama2
gemma7b-23842.c,0,gemma7b
gpt4o_mini-33870.c,1,gpt4o_mini
falcon180b-62176.c,0,falcon180b
gpt35-46209.c,0,gpt35
falcon180b-52195.c,1,falcon180b
gpt4o_mini-35122.c,1,gpt4o_mini
mistral_7b-4451.c,1,mistral_7b
gemini_pro-20575.c,0,gemini_pro
gpt35-69045.c,1,gpt35
gpt4o_mini-37795.c,1,gpt4o_mini
gpt35-63973.c,1,gpt35
llama2-13B-14866.c,1,llama2
gemini_pro-846.c,1,gemini_pro
gemini_pro-18027.c,0,gemini_pro
codellama_13b-2524.c,0,codellama_13b
falcon2-11B-605.c,1,falcon2
gemini_pro-14295.c,0,gemini_pro
gemini_pro-38291.c,0,gemini_pro
mistral_7b-813.c,0,mistral_7b
codellama_13b-11352.c,0,codellama_13b
llama2-13B-3004.c,0,llama2
llama2-13B-10303.c,0,llama2
falcon180b-26870.c,0,falcon180b
llama2-13B-2960.c,1,llama2
gemma7b-30669.c,0,gemma7b
gemma7b-43553.c,0,gemma7b
falcon180b-19557.c,1,falcon180b
gpt35-48613.c,0,gpt35
gemini_pro-21864.c,0,gemini_pro
gemini_pro-3403.c,0,gemini_pro
falcon180b-37083.c,0,falcon180b
mistral_7b-4129.c,0,mistral_7b
gpt4o_mini-33219.c,1,gpt4o_mini
falcon180b-6864.c,0,falcon180b
llama2-13B-17873.c,1,llama2
llama2-13B-12303.c,1,llama2
falcon2-11B-11217.c,0,falcon2
falcon180b-43896.c,1,falcon180b
gpt4o_mini-6388.c,0,gpt4o_mini
gpt4o_mini-12405.c,1,gpt4o_mini
gemma7b-5014.c,1,gemma7b
falcon180b-39346.c,0,falcon180b
gpt35-7526.c,1,gpt35
gemini_pro-36040.c,0,gemini_pro
codellama_13b-5649.c,0,codellama_13b
codellama_13b-5518.c,1,codellama_13b
falcon2-11B-6185.c,0,falcon2
mistral_7b-6623.c,1,mistral_7b
falcon2-11B-3583.c,1,falcon2
falcon2-11B-11841.c,0,falcon2
falcon180b-60627.c,1,falcon180b
llama2-13B-14144.c,1,llama2
llama2-13B-9434.c,0,llama2
codellama_13b-7744.c,1,codellama_13b
gpt35-32116.c,0,gpt35
gemini_pro-6897.c,1,gemini_pro
gpt35-62343.c,0,gpt35
mistral_7b-2970.c,1,mistral_7b
gpt35-8154.c,0,gpt35
falcon2-11B-3730.c,0,falcon2
codellama_13b-1119.c,0,codellama_13b
falcon2-11B-4936.c,1,falcon2
gemma7b-1319.c,0,gemma7b
mistral_7b-940.c,1,mistral_7b
gemini_pro-30623.c,0,gemini_pro
gemma7b-14628.c,1,gemma7b
codellama_13b-8890.c,0,codellama_13b
gemini_pro-19056.c,1,gemini_pro
gpt4o_mini-17045.c,1,gpt4o_mini
mistral_7b-4041.c,0,mistral_7b
gemma7b-7471.c,0,gemma7b
gpt35-13409.c,0,gpt35
gemma7b-42085.c,0,gemma7b
falcon180b-28507.c,1,falcon180b
falcon180b-63799.c,1,falcon180b
codellama_13b-10219.c,1,codellama_13b
falcon180b-69266.c,1,falcon180b
gemini_pro-5001.c,0,gemini_pro
gemma7b-19563.c,1,gemma7b
codellama_13b-419.c,0,codellama_13b
falcon180b-37699.c,0,falcon180b
gemma7b-14760.c,0,gemma7b
gpt4o_mini-5843.c,0,gpt4o_mini
llama2-13B-1918.c,0,llama2
falcon2-11B-7681.c,1,falcon2
gemma7b-26436.c,0,gemma7b
codellama_13b-10369.c,1,codellama_13b
gemma7b-8379.c,0,gemma7b
falcon180b-36585.c,1,falcon180b
llama2-13B-16351.c,1,llama2
llama2-13B-5191.c,0,llama2
mistral_7b-5949.c,0,mistral_7b
gpt35-51957.c,1,gpt35
gemma7b-7220.c,0,gemma7b
falcon2-11B-5097.c,1,falcon2
falcon2-11B-2846.c,0,falcon2
falcon180b-30111.c,1,falcon180b
gpt35-9084.c,1,gpt35
gemma7b-4871.c,0,gemma7b
codellama_13b-1453.c,1,codellama_13b
gpt35-9335.c,1,gpt35
codellama_13b-8959.c,0,codellama_13b
gpt4o_mini-10210.c,0,gpt4o_mini
gemini_pro-15418.c,0,gemini_pro
codellama_13b-11665.c,1,codellama_13b
gemma7b-5696.c,1,gemma7b
falcon2-11B-6689.c,1,falcon2
gpt35-23482.c,1,gpt35
gemma7b-41581.c,0,gemma7b
llama2-13B-19414.c,0,llama2
mistral_7b-7190.c,0,mistral_7b
gemma7b-3781.c,1,gemma7b
llama2-13B-15221.c,1,llama2
falcon2-11B-10587.c,0,falcon2
llama2-13B-11822.c,0,llama2
codellama_13b-2219.c,0,codellama_13b
gpt4o_mini-15645.c,1,gpt4o_mini
gpt35-44013.c,0,gpt35
llama2-13B-11796.c,0,llama2
falcon2-11B-4858.c,0,falcon2
gpt35-71318.c,1,gpt35
gpt4o_mini-16994.c,1,gpt4o_mini
codellama_13b-11768.c,1,codellama_13b
gemini_pro-30035.c,1,gemini_pro
falcon2-11B-1990.c,1,falcon2
llama2-13B-11463.c,1,llama2
falcon180b-21528.c,0,falcon180b
falcon2-11B-3514.c,0,falcon2
mistral_7b-2901.c,0,mistral_7b
llama2-13B-4320.c,0,llama2
gemini_pro-4444.c,1,gemini_pro
gemma7b-5737.c,0,gemma7b
codellama_13b-10948.c,0,codellama_13b
gpt4o_mini-39355.c,1,gpt4o_mini
mistral_7b-3875.c,0,mistral_7b
falcon2-11B-4037.c,0,falcon2
gemma7b-15666.c,0,gemma7b
falcon180b-13297.c,0,falcon180b
gpt35-68767.c,0,gpt35
gpt4o_mini-6524.c,0,gpt4o_mini
llama2-13B-502.c,0,llama2
mistral_7b-8793.c,1,mistral_7b
falcon2-11B-3507.c,0,falcon2
llama2-13B-14457.c,1,llama2
gemini_pro-35803.c,1,gemini_pro
gemma7b-18652.c,0,gemma7b
mistral_7b-6015.c,0,mistral_7b
falcon2-11B-5493.c,0,falcon2
gemma7b-25190.c,0,gemma7b
codellama_13b-2250.c,0,codellama_13b
gpt35-58004.c,1,gpt35
codellama_13b-6958.c,0,codellama_13b
falcon2-11B-11423.c,1,falcon2
gpt4o_mini-24750.c,0,gpt4o_mini
falcon2-11B-7721.c,0,falcon2
gpt35-40434.c,0,gpt35
codellama_13b-11272.c,0,codellama_13b
falcon2-11B-7258.c,0,falcon2
falcon180b-7029.c,0,falcon180b
gemma7b-11352.c,0,gemma7b
gemma7b-19522.c,0,gemma7b
gemma7b-13371.c,1,gemma7b
gemini_pro-9952.c,0,gemini_pro
gpt35-66260.c,1,gpt35
gpt4o_mini-22324.c,0,gpt4o_mini
falcon180b-20693.c,0,falcon180b
mistral_7b-7455.c,1,mistral_7b
gpt4o_mini-21807.c,0,gpt4o_mini
llama2-13B-14054.c,0,llama2
gpt4o_mini-16418.c,0,gpt4o_mini
gpt35-67625.c,0,gpt35
codellama_13b-10777.c,1,codellama_13b
gemini_pro-29391.c,0,gemini_pro
mistral_7b-885.c,1,mistral_7b
gemma7b-40040.c,1,gemma7b
gemini_pro-3669.c,0,gemini_pro
llama2-13B-11999.c,0,llama2
gpt4o_mini-36007.c,0,gpt4o_mini
gpt35-30983.c,0,gpt35
mistral_7b-8286.c,0,mistral_7b
falcon180b-43377.c,0,falcon180b
gpt4o_mini-8039.c,0,gpt4o_mini
codellama_13b-7230.c,1,codellama_13b
gpt4o_mini-22079.c,1,gpt4o_mini
llama2-13B-103.c,0,llama2
mistral_7b-2048.c,1,mistral_7b
llama2-13B-13339.c,1,llama2
falcon180b-49538.c,1,falcon180b
gemma7b-42939.c,0,gemma7b
falcon2-11B-1505.c,1,falcon2
gemma7b-33640.c,0,gemma7b
gemini_pro-37874.c,1,gemini_pro
llama2-13B-12120.c,0,llama2
llama2-13B-19318.c,0,llama2
gpt4o_mini-38299.c,0,gpt4o_mini
falcon2-11B-10361.c,1,falcon2
codellama_13b-850.c,1,codellama_13b
llama2-13B-14931.c,1,llama2
gpt4o_mini-29709.c,0,gpt4o_mini
gpt35-74910.c,0,gpt35
mistral_7b-70.c,0,mistral_7b
gpt35-17849.c,0,gpt35
gpt35-18145.c,0,gpt35
gemini_pro-25708.c,1,gemini_pro
llama2-13B-10951.c,0,llama2
gpt4o_mini-35847.c,0,gpt4o_mini
gpt35-39699.c,1,gpt35
falcon180b-13183.c,1,falcon180b
gemma7b-21684.c,0,gemma7b
mistral_7b-3926.c,1,mistral_7b
gpt4o_mini-32995.c,0,gpt4o_mini
gpt35-51881.c,1,gpt35
gemini_pro-2298.c,1,gemini_pro
falcon180b-51442.c,0,falcon180b
llama2-13B-10011.c,0,llama2
gemma7b-34077.c,1,gemma7b
llama2-13B-8001.c,1,llama2
gemini_pro-4428.c,1,gemini_pro
falcon180b-19026.c,1,falcon180b
falcon180b-12267.c,0,falcon180b
gemma7b-1117.c,1,gemma7b
falcon2-11B-8540.c,0,falcon2
gpt4o_mini-7250.c,1,gpt4o_mini
gpt4o_mini-10953.c,1,gpt4o_mini
llama2-13B-4501.c,0,llama2
falcon2-11B-9665.c,1,falcon2
gpt35-25233.c,1,gpt35
codellama_13b-3716.c,0,codellama_13b
falcon2-11B-9568.c,0,falcon2
mistral_7b-1336.c,1,mistral_7b
codellama_13b-4912.c,0,codellama_13b
gpt35-77766.c,1,gpt35
falcon2-11B-3474.c,0,falcon2
codellama_13b-6361.c,0,codellama_13b
gemma7b-1441.c,1,gemma7b
llama2-13B-15247.c,1,llama2
gemma7b-13055.c,1,gemma7b
gpt35-69356.c,0,gpt35
mistral_7b-602.c,1,mistral_7b
gemini_pro-13059.c,0,gemini_pro
gpt35-50564.c,1,gpt35
gemma7b-11854.c,0,gemma7b
gemini_pro-18713.c,1,gemini_pro
gpt4o_mini-38564.c,1,gpt4o_mini
falcon2-11B-639.c,0,falcon2
codellama_13b-6108.c,0,codellama_13b
gemma7b-6903.c,1,gemma7b
codellama_13b-7298.c,0,codellama_13b
codellama_13b-11674.c,1,codellama_13b
gemini_pro-6170.c,1,gemini_pro
mistral_7b-1284.c,1,mistral_7b
gpt4o_mini-34183.c,1,gpt4o_mini
falcon180b-3885.c,1,falcon180b
gemma7b-38724.c,0,gemma7b
falcon180b-58318.c,1,falcon180b
gemini_pro-11659.c,1,gemini_pro
llama2-13B-5467.c,0,llama2
gpt35-19170.c,0,gpt35
falcon2-11B-11957.c,1,falcon2
falcon180b-54858.c,1,falcon180b
codellama_13b-7739.c,1,codellama_13b
codellama_13b-1357.c,0,codellama_13b
codellama_13b-6101.c,1,codellama_13b
falcon2-11B-1058.c,1,falcon2
falcon180b-23597.c,1,falcon180b
codellama_13b-10594.c,1,codellama_13b
falcon180b-41949.c,1,falcon180b
gpt4o_mini-29975.c,0,gpt4o_mini
gpt4o_mini-32412.c,1,gpt4o_mini
falcon180b-51763.c,0,falcon180b
gemma7b-23634.c,0,gemma7b
gemini_pro-22727.c,0,gemini_pro
gemma7b-17447.c,1,gemma7b
gemini_pro-26077.c,1,gemini_pro
gemma7b-25905.c,0,gemma7b
falcon180b-13670.c,1,falcon180b
llama2-13B-2340.c,0,llama2
gemini_pro-3583.c,1,gemini_pro
falcon2-11B-8964.c,1,falcon2
gemma7b-8076.c,0,gemma7b
gpt4o_mini-22201.c,1,gpt4o_mini
llama2-13B-6542.c,1,llama2
gpt35-66225.c,0,gpt35
falcon2-11B-3440.c,1,falcon2
falcon2-11B-7124.c,0,falcon2
gpt4o_mini-39358.c,1,gpt4o_mini
gemma7b-36030.c,1,gemma7b
gpt4o_mini-4212.c,1,gpt4o_mini
gpt4o_mini-39659.c,0,gpt4o_mini
codellama_13b-6838.c,0,codellama_13b
gemma7b-6203.c,1,gemma7b
gemma7b-29078.c,0,gemma7b
gemini_pro-17294.c,0,gemini_pro
codellama_13b-479.c,0,codellama_13b
codellama_13b-2557.c,0,codellama_13b
falcon180b-4249.c,0,falcon180b
codellama_13b-10851.c,1,codellama_13b
mistral_7b-2106.c,1,mistral_7b
falcon180b-55502.c,0,falcon180b
gemma7b-18298.c,0,gemma7b
mistral_7b-156.c,1,mistral_7b
gpt4o_mini-4102.c,0,gpt4o_mini
gemini_pro-35981.c,1,gemini_pro
llama2-13B-19009.c,1,llama2
gemini_pro-4710.c,0,gemini_pro
llama2-13B-1578.c,1,llama2
codellama_13b-3135.c,0,codellama_13b
gemini_pro-26956.c,0,gemini_pro
gemma7b-13807.c,1,gemma7b
gpt4o_mini-28138.c,1,gpt4o_mini
falcon180b-21808.c,1,falcon180b
codellama_13b-2889.c,0,codellama_13b
gemini_pro-11475.c,0,gemini_pro
falcon2-11B-3079.c,1,falcon2
falcon2-11B-7919.c,0,falcon2
gpt4o_mini-29646.c,0,gpt4o_mini
mistral_7b-2244.c,1,mistral_7b
gpt4o_mini-19803.c,0,gpt4o_mini
falcon2-11B-8231.c,0,falcon2
gemma7b-5126.c,1,gemma7b
gpt4o_mini-38749.c,0,gpt4o_mini
gemma7b-44000.c,0,gemma7b
gemma7b-30144.c,0,gemma7b
codellama_13b-5370.c,1,codellama_13b
llama2-13B-10518.c,0,llama2
gpt35-17310.c,0,gpt35
